member_id,first_name,last_name,full_name,division,house,party,from_date,from_why,to_date,to_why,gender
89,Moses,Cass,Moses Cass,Maribyrnong,representatives,Australian Labor Party,1969-10-25,general_election,1983-02-04,retired,male
90,Robert,Catley,Robert Catley,Adelaide,representatives,Australian Labor Party,1990-03-24,general_election,1993-03-13,unknown,male
91,James,Catts,James Catts,Cook,representatives,Australian Labor Party,1906-12-12,general_election,1922-12-16,unknown,male
92,Ian,Causley,Ian Causley,Page,representatives,National Party,1996-03-02,general_election,2002-02-11,changed_party,male
93,Ian,Causley,Ian Causley,Page,representatives,CWM,2002-02-11,changed_party,2007-10-17,retired,male
94,Nick,Champion,Nick Champion,Wakefield,representatives,Australian Labor Party,2007-11-24,general_election,9999-12-31,still_in_office,male
95,Frederick,Chaney,Frederick Chaney,Pearce,representatives,Liberal Party,1990-03-24,general_election,1993-02-08,retired,male
96,Grant,Chapman,Grant Chapman,Kingston,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
97,David,Charles,David Charles,Isaacs,representatives,Australian Labor Party,1980-10-18,general_election,1990-02-19,retired,male
98,Robert,Charles,Robert Charles,La Trobe,representatives,Liberal Party,1990-03-24,general_election,2004-08-31,retired,male
100,Richard,Charlesworth,Richard Charlesworth,Perth,representatives,Australian Labor Party,1983-03-05,general_election,1993-02-08,retired,male
101,Darren,Cheeseman,Darren Cheeseman,Corangamite,representatives,Australian Labor Party,2007-11-24,general_election,2013-09-07,unknown,male
99,Joan,Child,Joan Child,Henty,representatives,Australian Labor Party,1980-10-18,general_election,1986-02-11,changed_party,female
575,Joan,Child,Joan Child,Henty,representatives,SPK,1986-02-11,changed_party,1989-08-29,changed_party,female
576,Joan,Child,Joan Child,Henty,representatives,Australian Labor Party,1989-08-29,changed_party,1990-02-19,retired,female
102,Robert,Chynoweth,Robert Chynoweth,Dunkley,representatives,Australian Labor Party,1984-12-01,general_election,1990-03-24,unknown,male
103,Robert,Chynoweth,Robert Chynoweth,Dunkley,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,male
104,Robert,Chynoweth,Robert Chynoweth,Flinders,representatives,Australian Labor Party,1983-03-05,general_election,1984-12-01,unknown,male
105,Steven,Ciobo,Steven Ciobo,Moncrieff,representatives,Liberal Party,2001-11-10,general_election,9999-12-31,still_in_office,male
106,Jason,Clare,Jason Clare,Blaxland,representatives,Australian Labor Party,2007-11-24,general_election,9999-12-31,still_in_office,male
107,Philip,Cleary,Philip Cleary,Wills,representatives,Independent,1992-04-11,by_election,1992-11-25,declared_void,male
108,Philip,Cleary,Philip Cleary,Wills,representatives,Independent,1993-03-13,general_election,1996-03-02,unknown,male
109,Peter,Cleeland,Peter Cleeland,McEwen,representatives,Australian Labor Party,1984-12-01,general_election,1990-03-24,unknown,male
110,Peter,Cleeland,Peter Cleeland,McEwen,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,male
111,John,Cobb,John Cobb,Calare,representatives,National Party,2007-11-24,general_election,2016-05-09,retired,male
566,John,Cobb,John Cobb,Parkes,representatives,National Party,2001-11-10,general_election,2007-11-24,unknown,male
112,Michael,Cobb,Michael Cobb,Parkes,representatives,National Party,1984-12-01,general_election,1998-08-31,retired,male
113,Barry,Cohen,Barry Cohen,Robertson,representatives,Australian Labor Party,1969-10-25,general_election,1990-02-19,retired,male
114,William,Coleman,William Coleman,Wentworth,representatives,Liberal Party,1981-04-11,by_election,1987-06-05,retired,male
115,Julie,Collins,Julie Collins,Franklin,representatives,Australian Labor Party,2007-11-24,general_election,9999-12-31,still_in_office,female
116,Greg,Combet,Greg Combet,Charlton,representatives,Australian Labor Party,2007-11-24,general_election,2013-08-05,resigned,male
117,David,Connolly,David Connolly,Bradfield,representatives,Liberal Party,1974-05-18,general_election,1996-01-29,retired,male
118,Bryan,Conquest,Bryan Conquest,Hinkler,representatives,National Party,1984-12-01,general_election,1987-07-11,unknown,male
119,James,Corbett,James Corbett,Maranoa,representatives,National Country Party,1966-11-26,general_election,1980-09-19,retired,male
120,Ann,Corcoran,Ann Corcoran,Isaacs,representatives,Australian Labor Party,2000-08-12,by_election,2007-10-17,retired,female
121,Peter,Costello,Peter Costello,Higgins,representatives,Liberal Party,1990-03-24,general_election,2009-10-19,resigned,male
122,John,Cotter,John Cotter,Kalgoorlie,representatives,Liberal Party,1975-12-13,general_election,1980-10-18,unknown,male
123,Mark,Coulton,Mark Coulton,Parkes,representatives,National Party,2007-11-24,general_election,2016-08-30,changed_party,male
725,Mark,Coulton,Mark Coulton,Parkes,representatives,CWM,2016-08-30,changed_party,9999-12-31,still_in_office,male
124,Brian,Courtice,Brian Courtice,Hinkler,representatives,Australian Labor Party,1987-07-11,general_election,1993-03-13,unknown,male
125,David,Cowan,David Cowan,Lyne,representatives,National Party,1980-10-18,general_election,1993-02-08,retired,male
126,David,Cox,David Cox,Kingston,representatives,Australian Labor Party,1998-10-03,general_election,2004-10-09,unknown,male
127,Mary,Crawford,Mary Crawford,Forde,representatives,Australian Labor Party,1987-07-11,general_election,1996-03-02,unknown,female
128,Simon,Crean,Simon Crean,Hotham,representatives,Australian Labor Party,1990-03-24,general_election,2013-08-05,retired,male
130,Janice,Crosio,Janice Crosio,Prospect,representatives,Australian Labor Party,1990-03-24,general_election,2004-08-31,retired,female
571,Manfred,Cross,Manfred Cross,Brisbane,representatives,Australian Labor Party,1961-12-09,general_election,1975-12-13,unknown,male
572,Manfred,Cross,Manfred Cross,Brisbane,representatives,Australian Labor Party,1980-10-18,general_election,1990-02-19,retired,male
131,Barry,Cunningham,Barry Cunningham,McMillan,representatives,Australian Labor Party,1980-10-18,general_election,1990-03-24,unknown,male
132,Barry,Cunningham,Barry Cunningham,McMillan,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,male
133,Yvette,D'Ath,Yvette D'Ath,Petrie,representatives,Australian Labor Party,2007-11-24,general_election,2013-09-07,unknown,female
134,Michael,Danby,Michael Danby,Melbourne Ports,representatives,Australian Labor Party,1998-10-03,general_election,9999-12-31,still_in_office,male
135,Steven,Dargavel,Steven Dargavel,Fraser,representatives,Australian Labor Party,1997-02-01,by_election,1998-08-31,retired,male
137,Elaine,Darling,Elaine Darling,Lilley,representatives,Australian Labor Party,1980-10-18,general_election,1993-02-08,retired,female
136,John,Dawkins,John Dawkins,Fremantle,representatives,Australian Labor Party,1977-12-10,general_election,1994-02-04,resigned,male
138,Margaret,Deahm,Margaret Deahm,Macquarie,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,female
139,Arthur,Dean,Arthur Dean,Herbert,representatives,Liberal Party,1977-12-10,general_election,1983-03-05,unknown,male
140,Bob,Debus,Bob Debus,Macquarie,representatives,Australian Labor Party,2007-11-24,general_election,2010-08-21,retired,male
142,James,Dobie,James Dobie,Cook,representatives,Liberal Party,1975-12-13,general_election,1996-01-29,retired,male
143,James,Dobie,James Dobie,Cook,representatives,Liberal Party,1969-10-25,general_election,1972-12-02,unknown,male
144,James,Dobie,James Dobie,Hughes,representatives,Liberal Party,1966-11-26,general_election,1969-10-25,unknown,male
145,Peter,Dodd,Peter Dodd,Leichhardt,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,male
146,Nicholas,Dondas,Nicholas Dondas,Northern Territory,representatives,Country Liberal Party,1996-03-02,general_election,1998-10-03,unknown,male
147,Alexander,Downer,Alexander Downer,Mayo,representatives,Liberal Party,1984-12-01,general_election,2008-07-14,resigned,male
148,Trish,Draper,Trish Draper,Makin,representatives,Liberal Party,1996-03-02,general_election,2007-10-17,retired,female
149,Mark,Dreyfus,Mark Dreyfus,Isaacs,representatives,Australian Labor Party,2007-11-24,general_election,9999-12-31,still_in_office,male
150,Peter,Drummond,Peter Drummond,Forrest,representatives,Liberal Party,1972-12-02,general_election,1987-06-05,retired,male
151,Stephen,Dubois,Stephen Dubois,St George,representatives,Australian Labor Party,1984-12-01,general_election,1993-02-08,retired,male
152,Michael,Duffy,Michael Duffy,Holt,representatives,Australian Labor Party,1980-10-18,general_election,1996-01-29,retired,male
153,Peter,Duncan,Peter Duncan,Makin,representatives,Australian Labor Party,1984-12-01,general_election,1996-03-02,unknown,male
154,Peter,Dutton,Peter Dutton,Dickson,representatives,Liberal Party,2001-11-10,general_election,9999-12-31,still_in_office,male
155,Mary,Easson,Mary Easson,Lowe,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,female
156,Graham,Edwards,Graham Edwards,Cowan,representatives,Australian Labor Party,1998-10-03,general_election,2007-10-17,retired,male
157,Harold,Edwards,Harold Edwards,Berowra,representatives,Liberal Party,1972-12-02,general_election,1993-02-08,retired,male
158,Ronald,Edwards,Ronald Edwards,Stirling,representatives,Australian Labor Party,1983-03-05,general_election,1993-03-13,unknown,male
159,Robert,Ellicott,Robert Ellicott,Wentworth,representatives,Liberal Party,1974-05-18,general_election,1981-02-17,resigned,male
160,Justine,Elliot,Justine Elliot,Richmond,representatives,Australian Labor Party,2004-10-09,general_election,9999-12-31,still_in_office,female
161,Robert,Elliott,Robert Elliott,Parramatta,representatives,Australian Labor Party,1990-03-24,general_election,1996-03-02,unknown,male
162,Annette,Ellis,Annette Ellis,Canberra,representatives,Australian Labor Party,1998-10-03,general_election,2010-08-21,retired,female
565,Annette,Ellis,Annette Ellis,Namadgi,representatives,Australian Labor Party,1996-03-02,general_election,1998-10-03,unknown,female
163,Kate,Ellis,Kate Ellis,Adelaide,representatives,Australian Labor Party,2004-10-09,general_election,9999-12-31,still_in_office,female
164,Kay,Elson,Kay Elson,Forde,representatives,Liberal Party,1996-03-02,general_election,2007-10-17,retired,male
165,Craig,Emerson,Craig Emerson,Rankin,representatives,Australian Labor Party,1998-10-03,general_election,2013-08-05,retired,male
166,Warren,Entsch,Warren Entsch,Leichhardt,representatives,Liberal Party,1996-03-02,general_election,2007-10-17,retired,male
596,Warren,Entsch,Warren Entsch,Leichhardt,representatives,Liberal Party,2010-08-21,general_election,9999-12-31,still_in_office,male
167,Gareth,Evans,Gareth Evans,Holt,representatives,Australian Labor Party,1996-03-02,general_election,1999-09-30,resigned,male
168,Martyn,Evans,Martyn Evans,Bonython,representatives,Australian Labor Party,1994-03-19,by_election,2004-10-09,unknown,male
169,Richard,Evans,Richard Evans,Capricornia,representatives,Australian Labor Party,1977-12-10,general_election,1984-10-26,retired,male
170,Richard,Evans,Richard Evans,Cowan,representatives,Liberal Party,1993-03-13,general_election,1998-10-03,unknown,male
171,Paul,Everingham,Paul Everingham,Northern Territory,representatives,Liberal Party,1984-12-01,general_election,1987-06-05,retired,male
172,John,Fahey,John Fahey,Macarthur,representatives,Liberal Party,1996-03-02,general_election,2001-10-08,retired,male
173,Peter,Falconer,Peter Falconer,Casey,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
174,Pat,Farmer,Pat Farmer,Macarthur,representatives,Liberal Party,2001-11-10,general_election,2010-08-21,retired,male
175,Wendy,Fatin,Wendy Fatin,Brand,representatives,Australian Labor Party,1984-12-01,general_election,1996-01-29,retired,female
176,Wendy,Fatin,Wendy Fatin,Canning,representatives,Australian Labor Party,1983-03-05,general_election,1984-12-01,unknown,female
177,David,Fawcett,David Fawcett,Wakefield,representatives,Liberal Party,2004-10-09,general_election,2007-11-24,unknown,male
178,Laurie,Ferguson,Laurie Ferguson,Reid,representatives,Australian Labor Party,1990-03-24,general_election,2010-08-21,unknown,female
619,Laurie,Ferguson,Laurie Ferguson,Werriwa,representatives,Australian Labor Party,2010-08-21,general_election,2016-05-09,resigned,female
179,Martin,Ferguson,Martin Ferguson,Batman,representatives,Australian Labor Party,1996-03-02,general_election,2013-08-05,retired,male
180,Michael,Ferguson,Michael Ferguson,Bass,representatives,Liberal Party,2004-10-09,general_election,2007-11-24,unknown,male
181,Wallace,Fife,Wallace Fife,Farrer,representatives,Liberal Party,1975-12-13,general_election,1984-12-01,unknown,male
182,Wallace,Fife,Wallace Fife,Hume,representatives,Liberal Party,1984-12-01,general_election,1993-02-08,retired,male
183,Paul,Filing,Paul Filing,Moore,representatives,Independent,1990-03-24,general_election,1998-10-03,unknown,male
184,Tim,Fischer,Tim Fischer,Farrer,representatives,National Party,1984-12-01,general_election,2001-10-08,retired,male
185,Peter,Fisher,Peter Fisher,Mallee,representatives,National Party,1972-12-02,general_election,1993-02-08,retired,male
186,Eric,Fitzgibbon,Eric Fitzgibbon,Hunter,representatives,Australian Labor Party,1984-12-01,general_election,1996-01-29,retired,male
187,Joel,Fitzgibbon,Joel Fitzgibbon,Hunter,representatives,Australian Labor Party,1996-03-02,general_election,9999-12-31,still_in_office,male
188,John,Fitzpatrick,John Fitzpatrick,Darling,representatives,Australian Labor Party,1969-10-25,general_election,1977-12-10,unknown,male
189,John,Fitzpatrick,John Fitzpatrick,Riverina,representatives,Australian Labor Party,1977-12-10,general_election,1980-09-19,retired,male
190,Frank,Ford,Frank Ford,Dunkley,representatives,Liberal Party,1990-03-24,general_election,1993-03-13,unknown,male
191,John,Forrest,John Forrest,Mallee,representatives,National Party,1993-03-13,general_election,2013-08-05,retired,male
192,Ross,Free,Ross Free,Lindsay,representatives,Australian Labor Party,1984-12-01,general_election,1996-03-02,unknown,male
193,Ross,Free,Ross Free,Macquarie,representatives,Australian Labor Party,1980-10-18,general_election,1984-12-01,unknown,male
194,Kenneth,Fry,Kenneth Fry,Fraser,representatives,Australian Labor Party,1974-05-18,general_election,1984-10-26,retired,male
195,Chris,Gallus,Chris Gallus,Hawker,representatives,Liberal Party,1990-03-24,general_election,1993-03-13,unknown,female
196,Chris,Gallus,Chris Gallus,Hindmarsh,representatives,Liberal Party,1993-03-13,general_election,2004-08-31,retired,female
197,Teresa,Gambaro,Teresa Gambaro,Petrie,representatives,Liberal Party,1996-03-02,general_election,2007-11-24,unknown,female
627,Teresa,Gambaro,Teresa Gambaro,Brisbane,representatives,Liberal Party,2010-08-21,general_election,2016-05-09,retired,female
198,Ransley,Garland,Ransley Garland,Curtin,representatives,Liberal Party,1969-04-19,by_election,1981-01-22,resigned,male
199,Peter,Garrett,Peter Garrett,Kingsford Smith,representatives,Australian Labor Party,2004-10-09,general_election,2013-08-05,retired,male
200,Joanna,Gash,Joanna Gash,Gilmore,representatives,Liberal Party,1996-03-02,general_election,2013-08-05,retired,female
201,John,Gayler,John Gayler,Leichhardt,representatives,Australian Labor Party,1983-03-05,general_election,1993-02-08,retired,male
202,George,Gear,George Gear,Canning,representatives,Australian Labor Party,1984-12-01,general_election,1996-03-02,unknown,male
203,George,Gear,George Gear,Tangney,representatives,Australian Labor Party,1983-03-05,general_election,1984-12-01,unknown,male
204,Steve,Georganas,Steve Georganas,Hindmarsh,representatives,Australian Labor Party,2004-10-09,general_election,2013-09-07,unknown,male
693,Steve,Georganas,Steve Georganas,Hindmarsh,representatives,Australian Labor Party,2016-07-02,general_election,9999-12-31,still_in_office,male
205,Jennie,George,Jennie George,Throsby,representatives,Australian Labor Party,2001-11-10,general_election,2010-08-21,retired,female
206,Petro,Georgiou,Petro Georgiou,Kooyong,representatives,Liberal Party,1994-11-19,by_election,2010-08-21,retired,male
207,Jane,Gerick,Jane Gerick,Canning,representatives,Australian Labor Party,1998-10-03,general_election,2001-11-10,unknown,female
208,Steve,Gibbons,Steve Gibbons,Bendigo,representatives,Australian Labor Party,1998-10-03,general_election,2013-08-05,retired,male
209,Garrie,Gibson,Garrie Gibson,Moreton,representatives,Australian Labor Party,1990-03-24,general_election,1996-03-02,unknown,male
210,Geoffrey,Giles,Geoffrey Giles,Angas,representatives,Liberal Party,1964-06-20,by_election,1977-12-10,unknown,male
211,Geoffrey,Giles,Geoffrey Giles,Wakefield,representatives,Liberal Party,1977-12-10,general_election,1983-02-04,retired,male
212,Julia,Gillard,Julia Gillard,Lalor,representatives,Australian Labor Party,1998-10-03,general_election,2013-08-05,retired,female
213,Reginald,Gillard,Reginald Gillard,Macquarie,representatives,Liberal Party,1975-12-13,general_election,1980-10-18,unknown,male
214,Bruce,Goodluck,Bruce Goodluck,Franklin,representatives,Liberal Party,1975-12-13,general_election,1993-02-08,retired,male
215,Russell,Gorman,Russell Gorman,Chifley,representatives,Australian Labor Party,1983-03-05,general_election,1984-12-01,unknown,male
216,Russell,Gorman,Russell Gorman,Greenway,representatives,Australian Labor Party,1984-12-01,general_election,1996-01-29,retired,male
217,Ted,Grace,Ted Grace,Fowler,representatives,Australian Labor Party,1984-12-01,general_election,1998-08-31,retired,male
218,Elizabeth,Grace,Elizabeth Grace,Lilley,representatives,Liberal Party,1996-03-02,general_election,1998-10-03,unknown,female
219,Bruce,Graham,Bruce Graham,North Sydney,representatives,Liberal Party,1966-11-26,general_election,1980-09-19,retired,male
220,Bruce,Graham,Bruce Graham,St George,representatives,Liberal Party,1949-12-10,general_election,1954-05-29,unknown,male
221,Bruce,Graham,Bruce Graham,St George,representatives,Liberal Party,1955-12-10,general_election,1958-11-22,unknown,male
222,Gary,Gray,Gary Gray,Brand,representatives,Australian Labor Party,2007-11-24,general_election,2016-05-09,retired,male
223,Sharon,Grierson,Sharon Grierson,Newcastle,representatives,Australian Labor Party,2001-11-10,general_election,2013-08-05,retired,female
224,Alan,Griffin,Alan Griffin,Bruce,representatives,Australian Labor Party,1996-03-02,general_election,2016-05-09,retired,male
225,Alan,Griffin,Alan Griffin,Corinella,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,male
226,Alan,Griffiths,Alan Griffiths,Maribyrnong,representatives,Australian Labor Party,1983-03-05,general_election,1996-01-29,retired,male
227,Raymond,Groom,Raymond Groom,Braddon,representatives,Liberal Party,1975-12-13,general_election,1984-10-26,retired,male
228,Barry,Haase,Barry Haase,Kalgoorlie,representatives,Liberal Party,1998-10-03,general_election,2010-08-21,unknown,male
622,Barry,Haase,Barry Haase,Durack,representatives,Liberal Party,2010-08-21,general_election,2013-08-05,retired,male
229,Damian,Hale,Damian Hale,Solomon,representatives,Australian Labor Party,2007-11-24,general_election,2010-08-21,unknown,male
230,Jill,Hall,Jill Hall,Shortland,representatives,Australian Labor Party,1998-10-03,general_election,2016-05-09,retired,female
231,Raymond,Hall,Raymond Hall,Boothby,representatives,Liberal Party,1981-02-21,by_election,1996-01-29,retired,male
232,Robert,Halverson,Robert Halverson,Casey,representatives,Liberal Party,1984-12-01,general_election,1996-04-30,changed_party,male
581,Robert,Halverson,Robert Halverson,Casey,representatives,SPK,1996-04-30,changed_party,1998-03-04,changed_party,male
582,Robert,Halverson,Robert Halverson,Casey,representatives,Liberal Party,1998-03-04,changed_party,1998-08-31,retired,male
233,Gerard,Hand,Gerard Hand,Melbourne,representatives,Australian Labor Party,1983-03-05,general_election,1993-02-08,retired,male
234,Pauline,Hanson,Pauline Hanson,Oxley,representatives,Pauline Hanson's One Nation Party,1996-03-02,general_election,1998-10-03,unknown,female
235,Gary,Hardgrave,Gary Hardgrave,Moreton,representatives,Liberal Party,1996-03-02,general_election,2007-11-24,unknown,male
236,Graham,Harris,Graham Harris,Chisholm,representatives,Liberal Party,1980-10-18,general_election,1983-03-05,unknown,male
237,Luke,Hartsuyker,Luke Hartsuyker,Cowper,representatives,National Party,2001-11-10,general_election,9999-12-31,still_in_office,male
238,Elizabeth,Harvey,Elizabeth Harvey,Hawker,representatives,Australian Labor Party,1987-07-11,general_election,1990-03-24,unknown,female
239,John,Haslem,John Haslem,Canberra,representatives,Liberal Party,1975-12-13,general_election,1980-10-18,unknown,male
240,Michael,Hatton,Michael Hatton,Blaxland,representatives,Australian Labor Party,1996-06-15,by_election,2007-10-17,retired,male
241,Christopher,Haviland,Christopher Haviland,Macarthur,representatives,Australian Labor Party,1993-03-13,general_election,1996-01-29,retired,male
242,Alex,Hawke,Alex Hawke,Mitchell,representatives,Liberal Party,2007-11-24,general_election,9999-12-31,still_in_office,male
243,Robert,Hawke,Robert Hawke,Wills,representatives,Australian Labor Party,1980-10-18,general_election,1992-02-20,resigned,male
244,David,Hawker,David Hawker,Wannon,representatives,Liberal Party,1983-05-07,by_election,2004-11-15,changed_party,male
245,David,Hawker,David Hawker,Wannon,representatives,SPK,2004-11-16,changed_party,2007-10-17,changed_party,male
246,David,Hawker,David Hawker,Wannon,representatives,Liberal Party,2007-10-17,changed_party,2010-08-21,retired,male
247,William,Hayden,William Hayden,Oxley,representatives,Australian Labor Party,1961-12-09,general_election,1988-08-17,resigned,male
248,Chris,Hayes,Chris Hayes,Werriwa,representatives,Australian Labor Party,2005-03-19,by_election,2010-08-21,unknown,male
610,Chris,Hayes,Chris Hayes,Fowler,representatives,Australian Labor Party,2010-08-21,general_election,9999-12-31,still_in_office,male
249,Stuart,Henry,Stuart Henry,Hasluck,representatives,Liberal Party,2004-10-09,general_election,2007-11-24,unknown,male
250,Marjorie,Henzell,Marjorie Henzell,Capricornia,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,female
251,John,Hewson,John Hewson,Wentworth,representatives,Liberal Party,1987-07-11,general_election,1995-02-28,resigned,male
252,Noel,Hicks,Noel Hicks,Riverina,representatives,National Party,1993-03-13,general_election,1998-08-31,retired,male
253,Noel,Hicks,Noel Hicks,Riverina,representatives,National Party,1980-10-18,general_election,1984-12-01,unknown,male
254,Noel,Hicks,Noel Hicks,Riverina-Darling,representatives,National Party,1984-12-01,general_election,1993-03-13,unknown,male
255,Kelly,Hoare,Kelly Hoare,Charlton,representatives,Australian Labor Party,1998-10-03,general_election,2007-10-17,retired,female
256,Joe,Hockey,Joe Hockey,North Sydney,representatives,Liberal Party,1996-03-02,general_election,2015-10-23,retired,male
257,John,Hodges,John Hodges,Petrie,representatives,Liberal Party,1974-05-18,general_election,1983-03-05,unknown,male
258,John,Hodges,John Hodges,Petrie,representatives,Liberal Party,1984-12-01,general_election,1987-07-11,unknown,male
259,Michael,Hodgman,Michael Hodgman,Denison,representatives,Liberal Party,1975-12-13,general_election,1987-07-11,unknown,male
260,Allan,Holding,Allan Holding,Melbourne Ports,representatives,Australian Labor Party,1977-12-10,general_election,1998-08-31,retired,male
261,Colin,Hollis,Colin Hollis,Macarthur,representatives,Australian Labor Party,1983-03-05,general_election,1984-12-01,unknown,male
262,Colin,Hollis,Colin Hollis,Throsby,representatives,Australian Labor Party,1984-12-01,general_election,2001-10-08,retired,male
263,Bob,Horne,Bob Horne,Paterson,representatives,Australian Labor Party,1993-03-13,general_election,1996-03-02,unknown,male
264,Bob,Horne,Bob Horne,Paterson,representatives,Australian Labor Party,1998-10-03,general_election,2001-11-10,unknown,male
265,John,Howard,John Howard,Bennelong,representatives,Liberal Party,1974-05-18,general_election,2007-11-24,unknown,male
266,Brian,Howe,Brian Howe,Batman,representatives,Australian Labor Party,1977-12-10,general_election,1996-01-29,retired,male
267,Kay,Hull,Kay Hull,Riverina,representatives,National Party,1998-10-03,general_election,2010-08-21,retired,male
268,Rob,Hulls,Rob Hulls,Kennedy,representatives,Australian Labor Party,1990-03-24,general_election,1993-03-13,unknown,male
269,Benjamin,Humphreys,Benjamin Humphreys,Griffith,representatives,Australian Labor Party,1977-12-10,general_election,1996-01-29,retired,male
270,Greg,Hunt,Greg Hunt,Flinders,representatives,Liberal Party,2001-11-10,general_election,9999-12-31,still_in_office,male
271,Ralph,Hunt,Ralph Hunt,Gwydir,representatives,National Party,1969-06-07,by_election,1989-02-24,resigned,male
272,Christopher,Hurford,Christopher Hurford,Adelaide,representatives,Australian Labor Party,1969-10-25,general_election,1987-12-31,resigned,male
273,John,Hyde,John Hyde,Moore,representatives,Liberal Party,1974-05-18,general_election,1983-03-05,unknown,male
274,Urquhart,Innes,Urquhart Innes,Melbourne,representatives,Australian Labor Party,1972-12-02,general_election,1983-02-04,retired,male
275,Steve,Irons,Steve Irons,Swan,representatives,Liberal Party,2007-11-24,general_election,9999-12-31,still_in_office,male
276,Julia,Irwin,Julia Irwin,Fowler,representatives,Australian Labor Party,1998-10-03,general_election,2010-08-21,retired,female
277,Sharryn,Jackson,Sharryn Jackson,Hasluck,representatives,Australian Labor Party,2001-11-10,general_election,2004-10-09,unknown,female
278,Sharryn,Jackson,Sharryn Jackson,Hasluck,representatives,Australian Labor Party,2007-11-24,general_election,2010-08-21,unknown,female
279,Ralph,Jacobi,Ralph Jacobi,Hawker,representatives,Australian Labor Party,1969-10-25,general_election,1987-06-05,retired,male
280,Carolyn,Jakobsen,Carolyn Jakobsen,Cowan,representatives,Australian Labor Party,1984-12-01,general_election,1993-03-13,unknown,female
281,Albert,James,Albert James,Hunter,representatives,Australian Labor Party,1960-04-09,by_election,1980-09-19,retired,male
282,Alan,Jarman,Alan Jarman,Deakin,representatives,Liberal Party,1966-11-26,general_election,1983-03-05,unknown,male
283,Susan,Jeanes,Susan Jeanes,Kingston,representatives,Liberal Party,1996-03-02,general_election,1998-10-03,unknown,female
284,Henry,Jenkins,Henry Jenkins,Scullin,representatives,Australian Labor Party,1969-10-25,general_election,1983-04-21,changed_party,male
574,Henry,Jenkins,Henry Jenkins,Scullin,representatives,SPK,1983-04-21,changed_party,1985-12-20,resigned,male
285,Harry,Jenkins,Harry Jenkins,Scullin,representatives,Australian Labor Party,1986-02-08,by_election,1993-05-04,changed_party,male
286,Harry,Jenkins,Harry Jenkins,Scullin,representatives,CWM,1993-05-04,changed_party,1996-01-29,changed_party,male
287,Harry,Jenkins,Harry Jenkins,Scullin,representatives,Australian Labor Party,1996-01-29,changed_party,2008-02-11,changed_party,male
288,Harry,Jenkins,Harry Jenkins,Scullin,representatives,SPK,2008-02-12,changed_party,2011-11-24,changed_party,male
628,Harry,Jenkins,Harry Jenkins,Scullin,representatives,Australian Labor Party,2011-11-24,changed_party,2013-08-05,retired,male
289,Dennis,Jensen,Dennis Jensen,Tangney,representatives,Liberal Party,2004-10-09,general_election,2016-05-09,unknown,male
290,Gary,Johns,Gary Johns,Petrie,representatives,Australian Labor Party,1987-07-11,general_election,1996-03-02,unknown,male
291,Leonard,Johnson,Leonard Johnson,Burke,representatives,Australian Labor Party,1969-10-25,general_election,1980-09-19,retired,male
292,Leslie,Johnson,Leslie Johnson,Hughes,representatives,Australian Labor Party,1955-12-10,general_election,1966-11-26,unknown,male
293,Leslie,Johnson,Leslie Johnson,Hughes,representatives,Australian Labor Party,1969-10-25,general_election,1983-12-19,resigned,male
294,Michael,Johnson,Michael Johnson,Ryan,representatives,Liberal Party,2001-11-10,general_election,2010-08-21,changed_party,male
295,Peter,Johnson,Peter Johnson,Brisbane,representatives,Liberal Party,1975-12-13,general_election,1980-10-18,unknown,male
296,James,Johnston,James Johnston,Hotham,representatives,Liberal Party,1977-12-10,general_election,1980-10-18,unknown,male
297,Ricky,Johnston,Ricky Johnston,Canning,representatives,Liberal Party,1996-03-02,general_election,1998-10-03,unknown,male
298,Barry,Jones,Barry Jones,Lalor,representatives,Australian Labor Party,1977-12-10,general_election,1998-08-31,retired,male
299,Charles,Jones,Charles Jones,Newcastle,representatives,Australian Labor Party,1958-11-22,general_election,1983-02-04,retired,male
664,Barnaby,Joyce,Barnaby Joyce,New England,representatives,National Party,2013-09-07,general_election,2017-10-27,disqualified,male
727,Barnaby,Joyce,Barnaby Joyce,New England,representatives,National Party,2017-12-02,general_election,9999-12-31,still_in_office,male
300,David,Jull,David Jull,Bowman,representatives,Liberal Party,1975-12-13,general_election,1983-03-05,unknown,male
301,David,Jull,David Jull,Fadden,representatives,Liberal Party,1984-12-01,general_election,2007-10-17,retired,male
302,Bob,Katter,Bob Katter,Kennedy,representatives,Independent,1993-03-13,general_election,2011-09-27,changed_party,male
726,Bob,Katter,Bob Katter,Kennedy,representatives,Katter's Australian Party,2011-09-27,changed_party,9999-12-31,still_in_office,male
303,Robert,Katter,Robert Katter,Kennedy,representatives,National Party,1966-11-26,general_election,1990-02-19,retired,male
